dev_alphabetical_id,dev_numerical_id
D11_V_outdoorYT_panrot_0001,8
D29_V_outdoorYT_still_0001,19
D11_V_outdoorYT_still_0001,8
D24_V_outdoorYT_move_0002,15
D31_V_outdoorYT_panrot_0001,21
D09_V_indoorYT_panrot_0001,7
D23_V_indoorYT_still_0001,14
D02_V_indoorYT_move_0001,1
D02_V_indoorYT_still_0001,1
D05_V_outdoorYT_panrot_0002,3
D15_V_indoorYT_move_0001,4
D24_V_outdoorYT_panrot_0001,15
D15_V_indoorYT_move_0002,4
D10_V_outdoorYT_panrot_0002,1
D19_V_outdoorYT_still_0002,11
D06_V_indoorYT_panrot_0001,4
D23_V_indoorYT_panrot_0001,14
D20_V_indoorYT_still_0002,12
D30_V_outdoorYT_panrot_0001,20
D35_V_outdoorYT_still_0002,24
D21_V_outdoorYT_still_0001,13
D34_V_indoorYT_panrot_0004,19
D33_V_outdoorYT_still_0001,23
D18_V_outdoorYT_panrot_0001,3
D25_V_indoorYT_still_0001,16
D18_V_indoorYT_panrot_0001,3
D16_V_outdoorYT_panrot_0002,10
D27_V_outdoorYT_still_0002,17
D08_V_outdoorYT_move_0002,6
D09_V_outdoorYT_panrot_0002,7
D14_V_indoorYT_panrot_0002,3
D27_V_outdoorYT_still_0001,17
D30_V_indoorYT_still_0002,20
D34_V_indoorYT_still_0002,19
D25_V_outdoorYT_still_0001,16
D26_V_indoorYT_panrot_0001,0
D01_V_outdoorYT_still_0001,0
D09_V_outdoorYT_move_0001,7
D33_V_indoorYT_still_0001,23
D34_V_indoorYT_panrot_0003,19
D27_V_indoorYT_panrot_0002,17
D28_V_indoorYT_move_0001,18
D26_V_outdoorYT_move_0001,0
D05_V_outdoorYT_move_0002,3
D08_V_indoorYT_move_0002,6
D32_V_indoorYT_panrot_0002,22
D01_V_indoorYT_still_0001,0
D30_V_indoorYT_move_0002,20
D34_V_indoorYT_panrot_0001,19
D21_V_indoorYT_still_0001,13
D06_V_indoorYT_still_0002,4
D28_V_outdoorYT_panrot_0002,18
D13_V_outdoorYT_still_0001,9
D05_V_indoorYT_move_0001,3
D16_V_outdoorYT_move_0001,10
D27_V_indoorYT_panrot_0001,17
D03_V_indoorYT_move_0002,2
D32_V_indoorYT_still_0002,22
D08_V_indoorYT_still_0001,6
D26_V_outdoorYT_still_0001,0
D05_V_outdoorYT_still_0001,3
D32_V_outdoorYT_move_0001,22
D30_V_outdoorYT_move_0002,20
D29_V_indoorYT_panrot_0002,19
D29_V_indoorYT_move_0001,19
D24_V_indoorYT_panrot_0001,15
D05_V_indoorYT_move_0002,3
D25_V_indoorYT_still_0002,16
D30_V_indoorYT_panrot_0002,20
D19_V_indoorYT_panrot_0002,11
D03_V_outdoorYT_still_0001,2
D15_V_outdoorYT_panrot_0001,4
D03_V_indoorYT_still_0001,2
D07_V_outdoorYT_move_0002,5
D27_V_outdoorYT_panrot_0002,17
D35_V_indoorYT_panrot_0001,24
D34_V_indoorYT_panrot_0002,19
D03_V_indoorYT_panrot_0001,2
D21_V_outdoorYT_panrot_0001,13
D35_V_outdoorYT_still_0001,24
D13_V_outdoorYT_panrot_0002,9
D34_V_outdoorYT_move_0004,19
D08_V_indoorYT_move_0004,6
D27_V_indoorYT_still_0002,17
D32_V_indoorYT_move_0002,22
D33_V_indoorYT_still_0002,23
D27_V_indoorYT_still_0001,17
D25_V_indoorYT_move_0001,16
D34_V_indoorYT_still_0001,19
D24_V_outdoorYT_still_0001,15
D31_V_outdoorYT_move_0001,21
D28_V_indoorYT_panrot_0001,18
D31_V_outdoorYT_still_0002,21
D06_V_outdoorYT_panrot_0002,4
D11_V_outdoorYT_move_0001,8
D30_V_outdoorYT_move_0001,20
D33_V_outdoorYT_still_0002,23
D35_V_indoorYT_move_0001,24
D21_V_outdoorYT_move_0001,13
D35_V_outdoorYT_move_0002,24
D05_V_indoorYT_panrot_0002,3
D06_V_outdoorYT_still_0002,4
D20_V_indoorYT_move_0002,12
D14_V_outdoorYT_still_0001,3
D06_V_indoorYT_still_0001,4
D09_V_indoorYT_still_0001,7
D29_V_outdoorYT_still_0002,19
D13_V_indoorYT_panrot_0001,9
D06_V_outdoorYT_panrot_0001,4
D10_V_indoorYT_move_0002,1
D25_V_indoorYT_move_0002,16
D13_V_outdoorYT_panrot_0001,9
D26_V_indoorYT_still_0002,0
D33_V_indoorYT_panrot_0002,23
D08_V_outdoorYT_still_0004,6
D25_V_outdoorYT_still_0002,16
D34_V_indoorYT_move_0002,19
D27_V_outdoorYT_move_0002,17
D11_V_outdoorYT_still_0002,8
D24_V_indoorYT_move_0002,15
D23_V_indoorYT_move_0001,14
D33_V_outdoorYT_panrot_0001,23
D13_V_indoorYT_panrot_0002,9
D08_V_outdoorYT_panrot_0002,6
D13_V_outdoorYT_move_0002,9
D32_V_outdoorYT_still_0001,22
D25_V_outdoorYT_panrot_0002,16
D28_V_outdoorYT_move_0001,18
D31_V_indoorYT_panrot_0002,21
D16_V_outdoorYT_move_0002,10
D19_V_outdoorYT_panrot_0002,11
D08_V_outdoorYT_still_0003,6
D19_V_outdoorYT_move_0001,11
D07_V_indoorYT_panrot_0001,5
D08_V_indoorYT_still_0003,6
D20_V_outdoorYT_move_0001,12
D11_V_indoorYT_still_0002,8
D20_V_indoorYT_panrot_0001,12
D24_V_indoorYT_still_0002,15
D18_V_indoorYT_move_0001,3
D14_V_outdoorYT_panrot_0001,3
D23_V_indoorYT_move_0002,14
D01_V_indoorYT_move_0002,0
D10_V_indoorYT_panrot_0001,1
D11_V_indoorYT_panrot_0001,8
D11_V_indoorYT_move_0002,8
D30_V_outdoorYT_panrot_0002,20
D10_V_indoorYT_still_0001,1
D28_V_outdoorYT_move_0002,18
D10_V_indoorYT_still_0002,1
D26_V_outdoorYT_panrot_0001,0
D25_V_outdoorYT_panrot_0001,16
D34_V_outdoorYT_panrot_0002,19
D10_V_indoorYT_panrot_0002,1
D09_V_indoorYT_panrot_0002,7
D26_V_outdoorYT_panrot_0002,0
D20_V_outdoorYT_panrot_0001,12
D09_V_outdoorYT_still_0002,7
D16_V_indoorYT_still_0002,10
D16_V_indoorYT_panrot_0002,10
D16_V_indoorYT_still_0001,10
D15_V_indoorYT_still_0002,4
D07_V_outdoorYT_still_0001,5
D08_V_outdoorYT_still_0002,6
D28_V_indoorYT_panrot_0002,18
D15_V_indoorYT_still_0001,4
D01_V_indoorYT_panrot_0002,0
D19_V_indoorYT_move_0002,11
D10_V_outdoorYT_still_0002,1
D07_V_outdoorYT_panrot_0001,5
D07_V_outdoorYT_panrot_0002,5
D01_V_outdoorYT_still_0002,0
D06_V_outdoorYT_move_0001,4
D06_V_indoorYT_panrot_0002,4
D14_V_outdoorYT_move_0001,3
D24_V_outdoorYT_move_0001,15
D13_V_outdoorYT_still_0002,9
D16_V_outdoorYT_still_0002,10
D23_V_outdoorYT_still_0001,14
D25_V_indoorYT_panrot_0001,16
D26_V_indoorYT_panrot_0002,0
D20_V_indoorYT_panrot_0002,12
D03_V_indoorYT_move_0001,2
D02_V_outdoorYT_still_0002,1
D09_V_indoorYT_move_0002,7
