dev_alphabetical_id,dev_numerical_id
D09_V_indoorYT_panrot_0002,7
D28_V_outdoorYT_still_0001,18
D02_V_outdoorYT_move_0001,1
D10_V_outdoorYT_still_0002,1
D03_V_outdoorYT_panrot_0002,2
D30_V_indoorYT_panrot_0001,20
D29_V_indoorYT_still_0001,19
D20_V_outdoorYT_still_0001,12
D26_V_indoorYT_move_0002,0
D11_V_indoorYT_move_0002,8
D35_V_outdoorYT_panrot_0001,24
D09_V_indoorYT_still_0001,7
D15_V_indoorYT_still_0001,4
D08_V_outdoorYT_panrot_0003,6
D13_V_outdoorYT_panrot_0001,9
D28_V_outdoorYT_panrot_0002,18
D19_V_outdoorYT_still_0001,11
D31_V_outdoorYT_move_0001,21
D16_V_outdoorYT_still_0001,10
D14_V_outdoorYT_still_0002,3
D09_V_outdoorYT_panrot_0001,7
D15_V_indoorYT_move_0002,4
D31_V_indoorYT_panrot_0001,21
D08_V_outdoorYT_panrot_0002,6
D26_V_outdoorYT_move_0001,0
D08_V_outdoorYT_move_0002,6
D14_V_outdoorYT_panrot_0001,3
D31_V_indoorYT_panrot_0002,21
D05_V_indoorYT_still_0002,3
D06_V_outdoorYT_panrot_0001,4
D07_V_indoorYT_still_0002,5
D01_V_indoorYT_panrot_0001,0
D28_V_indoorYT_panrot_0002,18
D07_V_outdoorYT_still_0001,5
D20_V_indoorYT_move_0002,12
D25_V_indoorYT_move_0001,16
D35_V_outdoorYT_still_0001,24
D35_V_outdoorYT_move_0002,24
D08_V_outdoorYT_move_0003,6
D10_V_outdoorYT_panrot_0002,1
D08_V_outdoorYT_still_0003,6
D06_V_indoorYT_panrot_0001,4
D27_V_outdoorYT_move_0001,17
D35_V_outdoorYT_panrot_0002,24
D20_V_indoorYT_panrot_0001,12
D23_V_indoorYT_move_0001,14
D33_V_outdoorYT_move_0001,23
D16_V_outdoorYT_still_0002,10
D24_V_outdoorYT_move_0002,15
D19_V_indoorYT_still_0002,11
D06_V_outdoorYT_still_0002,4
D26_V_indoorYT_panrot_0002,0
D05_V_outdoorYT_panrot_0002,3
D29_V_indoorYT_still_0002,19
D08_V_indoorYT_still_0001,6
D27_V_outdoorYT_panrot_0002,17
D25_V_outdoorYT_still_0002,16
D24_V_outdoorYT_panrot_0002,15
D10_V_indoorYT_still_0002,1
D25_V_outdoorYT_still_0001,16
D13_V_outdoorYT_move_0001,9
D26_V_indoorYT_still_0002,0
D08_V_outdoorYT_still_0004,6
D03_V_indoorYT_panrot_0002,2
D16_V_outdoorYT_move_0001,10
D27_V_outdoorYT_still_0001,17
D26_V_outdoorYT_still_0002,0
D33_V_indoorYT_move_0002,23
D09_V_indoorYT_move_0001,7
D10_V_indoorYT_panrot_0002,1
D10_V_indoorYT_move_0001,1
D06_V_indoorYT_still_0002,4
D05_V_indoorYT_move_0002,3
D23_V_indoorYT_still_0002,14
D24_V_outdoorYT_move_0001,15
D32_V_indoorYT_still_0001,22
D23_V_outdoorYT_panrot_0001,14
D18_V_indoorYT_still_0002,3
D07_V_indoorYT_move_0001,5
D21_V_outdoorYT_panrot_0001,13
