dev_alphabetical_id,dev_numerical_id
D23_V_indoorWA_move_0002,14
D29_V_indoorWA_panrot_0001,19
D08_V_outdoorWA_panrot_0003,6
D21_V_outdoorWA_panrot_0001,13
D28_V_outdoorWA_panrot_0001,18
D30_V_indoorWA_move_0001,20
D03_V_outdoorWA_panrot_0002,2
D16_V_outdoorWA_panrot_0001,10
D23_V_indoorWA_panrot_0002,14
D03_V_indoorWA_still_0002,2
D28_V_outdoorWA_move_0001,18
D26_V_indoorWA_move_0002,0
D33_V_indoorWA_still_0001,23
D08_V_outdoorWA_move_0003,6
D29_V_outdoorWA_still_0002,19
D31_V_outdoorWA_panrot_0001,21
D20_V_outdoorWA_still_0001,12
D31_V_outdoorWA_still_0001,21
D07_V_outdoorWA_still_0001,5
D16_V_indoorWA_move_0001,10
D25_V_outdoorWA_move_0001,16
D34_V_indoorWA_panrot_0001,19
D24_V_indoorWA_panrot_0002,15
D35_V_indoorWA_still_0002,24
D27_V_outdoorWA_still_0001,17
D08_V_outdoorWA_still_0003,6
D28_V_indoorWA_still_0002,18
D30_V_outdoorWA_move_0002,20
D34_V_indoorWA_move_0004,19
D31_V_indoorWA_still_0001,21
D07_V_indoorWA_panrot_0001,5
D31_V_outdoorWA_move_0002,21
D25_V_outdoorWA_panrot_0002,16
D06_V_outdoorWA_panrot_0001,4
D21_V_indoorWA_still_0001,13
D16_V_indoorWA_panrot_0002,10
D13_V_outdoorWA_still_0001,9
D16_V_indoorWA_still_0001,10
D11_V_indoorWA_panrot_0002,8
D01_V_indoorWA_still_0002,0
D10_V_indoorWA_still_0002,1
D03_V_outdoorWA_still_0001,2
D34_V_indoorWA_panrot_0004,19
D15_V_indoorWA_still_0002,4
D34_V_indoorWA_move_0001,19
D15_V_indoorWA_move_0002,4
D26_V_outdoorWA_still_0002,0
D09_V_outdoorWA_still_0001,7
D05_V_outdoorWA_panrot_0001,3
D33_V_indoorWA_still_0002,23
D35_V_indoorWA_still_0001,24
D24_V_indoorWA_move_0001,15
D29_V_outdoorWA_move_0002,19
D03_V_outdoorWA_still_0002,2
D08_V_outdoorWA_panrot_0002,6
D11_V_indoorWA_move_0002,8
D11_V_indoorWA_still_0001,8
D13_V_outdoorWA_move_0001,9
D01_V_outdoorWA_move_0003,0
D23_V_outdoorWA_panrot_0001,14
D10_V_indoorWA_panrot_0001,1
D08_V_indoorWA_panrot_0002,6
D26_V_outdoorWA_panrot_0002,0
D11_V_outdoorWA_panrot_0002,8
D07_V_outdoorWA_panrot_0002,5
D34_V_outdoorWA_still_0001,19
D15_V_indoorWA_still_0001,4
D14_V_indoorWA_panrot_0001,3
D26_V_indoorWA_still_0001,0
D14_V_outdoorWA_panrot_0002,3
D32_V_outdoorWA_move_0002,22
D16_V_indoorWA_still_0002,10
D33_V_outdoorWA_move_0002,23
D13_V_outdoorWA_panrot_0002,9
D27_V_indoorWA_panrot_0001,17
D14_V_indoorWA_still_0002,3
D25_V_indoorWA_panrot_0002,16
D26_V_outdoorWA_move_0002,0
D09_V_indoorWA_still_0002,7
D34_V_outdoorWA_move_0001,19
D06_V_indoorWA_still_0001,4
D14_V_outdoorWA_move_0001,3
D26_V_indoorWA_panrot_0001,0
D25_V_indoorWA_still_0002,16
D01_V_outdoorWA_still_0004,0
D23_V_indoorWA_still_0002,14
D18_V_indoorWA_still_0002,3
D16_V_outdoorWA_still_0001,10
D13_V_indoorWA_move_0002,9
D14_V_outdoorWA_move_0002,3
D29_V_indoorWA_still_0001,19
D03_V_indoorWA_move_0001,2
D08_V_outdoorWA_move_0001,6
D19_V_outdoorWA_still_0002,11
D08_V_outdoorWA_move_0004,6
D31_V_indoorWA_panrot_0002,21
D31_V_indoorWA_move_0002,21
D26_V_outdoorWA_move_0001,0
D01_V_outdoorWA_panrot_0003,0
D33_V_indoorWA_panrot_0001,23
D34_V_indoorWA_still_0002,19
D05_V_outdoorWA_move_0002,3
D19_V_outdoorWA_still_0001,11
D15_V_indoorWA_panrot_0002,4
D30_V_indoorWA_panrot_0002,20
D34_V_outdoorWA_panrot_0002,19
D15_V_outdoorWA_panrot_0002,4
D07_V_outdoorWA_move_0002,5
D29_V_outdoorWA_still_0001,19
D01_V_outdoorWA_still_0001,0
D05_V_outdoorWA_panrot_0002,3
D13_V_outdoorWA_still_0002,9
D08_V_indoorWA_panrot_0004,6
D34_V_outdoorWA_move_0003,19
D02_V_outdoorWA_move_0001,1
D03_V_indoorWA_move_0002,2
D03_V_outdoorWA_move_0002,2
D21_V_indoorWA_panrot_0001,13
D30_V_outdoorWA_panrot_0001,20
D07_V_indoorWA_still_0001,5
D27_V_indoorWA_move_0002,17
D08_V_outdoorWA_panrot_0004,6
D27_V_indoorWA_panrot_0002,17
D08_V_indoorWA_panrot_0001,6
D05_V_indoorWA_still_0002,3
D24_V_indoorWA_still_0001,15
D35_V_outdoorWA_still_0001,24
D13_V_indoorWA_still_0002,9
D26_V_indoorWA_still_0002,0
D15_V_outdoorWA_panrot_0001,4
D14_V_outdoorWA_still_0001,3
D06_V_outdoorWA_panrot_0002,4
D03_V_outdoorWA_panrot_0001,2
D34_V_outdoorWA_panrot_0001,19
D15_V_outdoorWA_move_0002,4
D32_V_outdoorWA_panrot_0002,22
D10_V_outdoorWA_panrot_0001,1
D35_V_outdoorWA_panrot_0001,24
D19_V_indoorWA_still_0001,11
D05_V_indoorWA_still_0001,3
D31_V_outdoorWA_still_0002,21
D07_V_outdoorWA_move_0001,5
D11_V_outdoorWA_move_0001,8
D23_V_outdoorWA_move_0001,14
D13_V_indoorWA_still_0001,9
D14_V_indoorWA_move_0002,3
D03_V_indoorWA_panrot_0001,2
D18_V_indoorWA_panrot_0001,3
D25_V_outdoorWA_still_0001,16
D06_V_indoorWA_move_0001,4
D28_V_indoorWA_move_0002,18
D14_V_indoorWA_panrot_0002,3
D05_V_indoorWA_move_0001,3
D21_V_outdoorWA_still_0002,13
D18_V_outdoorWA_still_0001,3
D07_V_indoorWA_move_0001,5
D09_V_indoorWA_panrot_0001,7
D32_V_outdoorWA_still_0001,22
D25_V_indoorWA_still_0001,16
D30_V_indoorWA_move_0002,20
D25_V_outdoorWA_panrot_0001,16
D27_V_outdoorWA_still_0002,17
D09_V_outdoorWA_still_0002,7
D24_V_indoorWA_still_0002,15
D35_V_indoorWA_move_0002,24
D29_V_indoorWA_move_0001,19
D15_V_indoorWA_panrot_0001,4
D07_V_indoorWA_move_0002,5
D29_V_indoorWA_move_0002,19
D23_V_outdoorWA_still_0001,14
D32_V_indoorWA_still_0002,22
D20_V_indoorWA_move_0002,12
D28_V_outdoorWA_panrot_0002,18
D08_V_indoorWA_still_0004,6
D34_V_outdoorWA_move_0004,19
D28_V_indoorWA_move_0001,18
D35_V_indoorWA_panrot_0001,24
D20_V_outdoorWA_still_0002,12
D35_V_outdoorWA_move_0001,24
D02_V_outdoorWA_still_0002,1
D16_V_outdoorWA_move_0002,10
D08_V_indoorWA_move_0001,6
D06_V_outdoorWA_move_0002,4
D34_V_indoorWA_move_0002,19
D15_V_outdoorWA_move_0001,4
D20_V_indoorWA_panrot_0002,12
D33_V_outdoorWA_panrot_0002,23
D27_V_outdoorWA_move_0001,17
D27_V_indoorWA_move_0001,17
D19_V_outdoorWA_panrot_0001,11
D08_V_indoorWA_still_0002,6
D07_V_indoorWA_panrot_0002,5
D21_V_outdoorWA_still_0001,13
D30_V_outdoorWA_still_0001,20
D19_V_indoorWA_panrot_0002,11
D01_V_outdoorWA_move_0002,0
D25_V_indoorWA_move_0001,16
D06_V_outdoorWA_move_0001,4
D27_V_outdoorWA_panrot_0002,17
D25_V_indoorWA_panrot_0001,16
D16_V_indoorWA_move_0002,10
D26_V_indoorWA_panrot_0002,0
D16_V_outdoorWA_panrot_0002,10
D11_V_indoorWA_move_0001,8
D34_V_indoorWA_still_0003,19
D18_V_outdoorWA_still_0002,3
