dev_alphabetical_id,dev_numerical_id
D03_V_indoorWA_move_0001,2
D23_V_indoorWA_panrot_0001,14
D26_V_outdoorWA_panrot_0002,0
D15_V_indoorWA_move_0001,4
D25_V_indoorWA_move_0002,16
D30_V_outdoorWA_panrot_0002,20
D19_V_outdoorWA_move_0001,11
D33_V_outdoorWA_panrot_0001,23
D14_V_indoorWA_move_0002,3
D21_V_outdoorWA_still_0002,13
