dev_alphabetical_id,dev_numerical_id
D05_V_indoorWA_panrot_0001,3
D35_V_outdoorWA_move_0002,24
D33_V_indoorWA_move_0002,23
D16_V_indoorWA_still_0002,10
D14_V_indoorWA_still_0002,3
D08_V_outdoorWA_still_0004,6
D15_V_outdoorWA_move_0002,4
D23_V_outdoorWA_panrot_0002,14
D20_V_indoorWA_move_0001,12
D26_V_outdoorWA_still_0001,0
D34_V_indoorWA_panrot_0003,19
D09_V_outdoorWA_panrot_0001,7
D21_V_outdoorWA_panrot_0001,13
D30_V_indoorWA_move_0001,20
D13_V_indoorWA_still_0001,9
D34_V_indoorWA_move_0003,19
D30_V_indoorWA_still_0001,20
D31_V_outdoorWA_panrot_0001,21
D32_V_outdoorWA_still_0001,22
D25_V_indoorWA_still_0001,16
D16_V_indoorWA_move_0002,10
D07_V_indoorWA_move_0001,5
D23_V_indoorWA_panrot_0001,14
D09_V_outdoorWA_panrot_0002,7
D03_V_indoorWA_panrot_0002,2
D31_V_indoorWA_still_0001,21
D33_V_indoorWA_panrot_0002,23
D16_V_indoorWA_still_0001,10
D09_V_outdoorWA_move_0001,7
D01_V_indoorWA_panrot_0001,0
D19_V_indoorWA_panrot_0001,11
D34_V_indoorWA_panrot_0001,19
D15_V_indoorWA_move_0002,4
D13_V_outdoorWA_move_0002,9
D08_V_outdoorWA_panrot_0003,6
D19_V_indoorWA_panrot_0002,11
D06_V_outdoorWA_still_0001,4
D24_V_indoorWA_move_0001,15
D02_V_outdoorWA_move_0001,1
D14_V_indoorWA_move_0002,3
D29_V_outdoorWA_move_0002,19
D34_V_outdoorWA_panrot_0001,19
D02_V_outdoorWA_panrot_0002,1
D07_V_indoorWA_still_0002,5
D01_V_indoorWA_panrot_0002,0
D08_V_outdoorWA_panrot_0002,6
D14_V_indoorWA_still_0001,3
D31_V_outdoorWA_still_0001,21
D18_V_outdoorWA_move_0001,3
D15_V_indoorWA_move_0001,4
D08_V_indoorWA_panrot_0003,6
D26_V_outdoorWA_move_0001,0
D35_V_outdoorWA_panrot_0001,24
D05_V_indoorWA_move_0001,3
D33_V_outdoorWA_move_0001,23
D26_V_indoorWA_move_0002,0
D30_V_outdoorWA_move_0001,20
D08_V_outdoorWA_panrot_0001,6
D01_V_outdoorWA_panrot_0003,0
D07_V_outdoorWA_panrot_0001,5
D01_V_indoorWA_move_0002,0
D07_V_outdoorWA_move_0002,5
D16_V_outdoorWA_move_0001,10
D08_V_indoorWA_move_0002,6
D31_V_indoorWA_still_0002,21
D03_V_outdoorWA_move_0001,2
D27_V_indoorWA_move_0002,17
D34_V_indoorWA_still_0001,19
D18_V_indoorWA_still_0002,3
D33_V_outdoorWA_panrot_0001,23
D31_V_outdoorWA_still_0002,21
D25_V_outdoorWA_move_0001,16
D19_V_outdoorWA_panrot_0001,11
D20_V_indoorWA_still_0001,12
D15_V_outdoorWA_panrot_0001,4
D20_V_outdoorWA_still_0002,12
D27_V_indoorWA_still_0002,17
D11_V_outdoorWA_still_0002,8
D20_V_outdoorWA_still_0001,12
D35_V_indoorWA_move_0002,24
D10_V_outdoorWA_move_0001,1
D15_V_outdoorWA_panrot_0002,4
D14_V_outdoorWA_still_0002,3
D35_V_outdoorWA_panrot_0002,24
D27_V_indoorWA_panrot_0001,17
D31_V_outdoorWA_move_0002,21
D23_V_outdoorWA_still_0002,14
D13_V_outdoorWA_panrot_0001,9
D08_V_outdoorWA_move_0003,6
D25_V_indoorWA_move_0002,16
D25_V_indoorWA_move_0001,16
D02_V_indoorWA_panrot_0001,1
D33_V_outdoorWA_still_0002,23
D08_V_indoorWA_still_0004,6
D28_V_outdoorWA_move_0002,18
D23_V_outdoorWA_move_0002,14
D11_V_outdoorWA_panrot_0002,8
D16_V_outdoorWA_still_0001,10
D32_V_outdoorWA_panrot_0002,22
D28_V_indoorWA_move_0001,18
D14_V_outdoorWA_panrot_0002,3
D28_V_outdoorWA_panrot_0001,18
D25_V_indoorWA_panrot_0002,16
D29_V_outdoorWA_still_0002,19
D06_V_outdoorWA_still_0002,4
D11_V_indoorWA_move_0001,8
D29_V_indoorWA_move_0002,19
D34_V_outdoorWA_move_0003,19
D19_V_outdoorWA_panrot_0002,11
D24_V_indoorWA_move_0002,15
D08_V_outdoorWA_still_0003,6
D29_V_outdoorWA_panrot_0002,19
D10_V_indoorWA_panrot_0001,1
D25_V_outdoorWA_move_0002,16
D33_V_outdoorWA_still_0001,23
D32_V_indoorWA_still_0001,22
D02_V_outdoorWA_still_0002,1
D18_V_indoorWA_still_0001,3
D25_V_outdoorWA_panrot_0001,16
D26_V_outdoorWA_panrot_0001,0
D24_V_outdoorWA_move_0001,15
D06_V_indoorWA_still_0002,4
D13_V_indoorWA_move_0002,9
D34_V_indoorWA_panrot_0002,19
D14_V_indoorWA_panrot_0001,3
D16_V_outdoorWA_still_0002,10
D11_V_outdoorWA_still_0001,8
D24_V_outdoorWA_panrot_0002,15
D27_V_indoorWA_still_0001,17
D06_V_indoorWA_panrot_0001,4
D27_V_outdoorWA_still_0001,17
D10_V_outdoorWA_still_0002,1
D21_V_outdoorWA_move_0001,13
D06_V_outdoorWA_panrot_0002,4
