dev_alphabetical_id,dev_numerical_id
D05_V_outdoor_still_0001,3
D27_V_outdoor_still_0001,17
D27_V_indoor_panrot_0001,17
D31_V_outdoor_panrot_0002,21
D21_V_indoor_still_0001,13
D03_V_outdoor_move_0001,2
D02_V_outdoor_panrot_0002,1
D11_V_outdoor_panrot_0001,8
D08_V_indoor_panrot_0003,6
D31_V_indoor_panrot_0001,21
D20_V_indoor_move_0002,12
D30_V_outdoor_panrot_0001,20
D27_V_indoor_move_0002,17
D18_V_indoor_move_0001,3
D10_V_outdoor_panrot_0001,1
D08_V_indoor_still_0003,6
D31_V_outdoor_move_0001,21
D08_V_indoor_panrot_0001,6
D03_V_outdoor_panrot_0001,2
D32_V_outdoor_panrot_0002,22
D19_V_indoor_panrot_0001,11
D01_V_indoor_move_0001,0
D08_V_outdoor_still_0003,6
D03_V_outdoor_panrot_0002,2
D33_V_indoor_move_0001,23
D35_V_indoor_move_0002,24
D24_V_outdoor_panrot_0001,15
D29_V_outdoor_still_0002,19
D14_V_indoor_still_0001,3
D09_V_indoor_move_0002,7
D35_V_outdoor_still_0002,24
D06_V_indoor_still_0001,4
D08_V_indoor_still_0004,6
D03_V_indoor_still_0002,2
D19_V_outdoor_move_0002,11
D28_V_indoor_panrot_0002,18
D01_V_indoor_panrot_0001,0
D13_V_indoor_panrot_0001,9
D18_V_outdoor_still_0002,3
D01_V_outdoor_still_0003,0
D11_V_outdoor_still_0002,8
D34_V_indoor_move_0003,19
D10_V_outdoor_still_0002,1
D30_V_outdoor_panrot_0002,20
D29_V_indoor_panrot_0002,19
D33_V_indoor_still_0002,23
D33_V_outdoor_still_0001,23
D35_V_outdoor_panrot_0001,24
D01_V_indoor_still_0002,0
D05_V_outdoor_still_0002,3
D14_V_outdoor_panrot_0001,3
D14_V_indoor_move_0002,3
D29_V_indoor_still_0002,19
D08_V_outdoor_still_0001,6
D03_V_indoor_panrot_0002,2
D10_V_outdoor_panrot_0002,1
D28_V_indoor_move_0002,18
D31_V_indoor_panrot_0002,21
D13_V_outdoor_still_0001,9
D01_V_outdoor_still_0002,0
D25_V_outdoor_panrot_0002,16
D35_V_indoor_panrot_0002,24
D11_V_outdoor_move_0002,8
D05_V_outdoor_move_0002,3
D07_V_indoor_still_0001,5
D10_V_indoor_move_0002,1
D24_V_outdoor_panrot_0002,15
D35_V_outdoor_panrot_0002,24
D16_V_outdoor_move_0002,10
D14_V_outdoor_move_0001,3
D24_V_indoor_move_0002,15
D30_V_outdoor_still_0001,20
D10_V_indoor_panrot_0001,1
D27_V_indoor_still_0001,17
D02_V_outdoor_still_0003,1
D21_V_outdoor_still_0002,13
D16_V_outdoor_move_0001,10
D26_V_indoor_move_0001,0
D13_V_indoor_still_0002,9
D05_V_outdoor_panrot_0002,3
D07_V_outdoor_panrot_0002,5
D08_V_outdoor_still_0004,6
D03_V_indoor_panrot_0001,2
D20_V_outdoor_panrot_0001,12
D24_V_indoor_still_0001,15
D10_V_indoor_still_0001,1
D28_V_outdoor_still_0001,18
D16_V_indoor_panrot_0002,10
D06_V_outdoor_panrot_0001,4
D07_V_indoor_panrot_0001,5
D08_V_outdoor_move_0002,6
D11_V_outdoor_move_0001,8
D13_V_outdoor_move_0002,9
D01_V_indoor_panrot_0002,0
D08_V_indoor_move_0003,6
D09_V_indoor_still_0001,7
D08_V_indoor_panrot_0004,6
D24_V_outdoor_still_0002,15
D23_V_indoor_panrot_0001,14
D32_V_indoor_still_0002,22
D34_V_indoor_panrot_0001,19
D13_V_indoor_move_0001,9
D29_V_indoor_still_0001,19
D06_V_indoor_still_0002,4
D07_V_indoor_move_0002,5
D33_V_outdoor_still_0002,23
D15_V_indoor_still_0001,4
D11_V_indoor_panrot_0001,8
D24_V_indoor_panrot_0002,15
D34_V_indoor_move_0004,19
D32_V_indoor_move_0002,22
D01_V_outdoor_move_0004,0
D30_V_indoor_still_0001,20
D01_V_outdoor_move_0002,0
D25_V_outdoor_move_0001,16
D25_V_outdoor_still_0001,16
D19_V_indoor_move_0002,11
D18_V_outdoor_panrot_0001,3
D16_V_indoor_panrot_0001,10
D35_V_indoor_panrot_0001,24
D16_V_indoor_still_0001,10
D10_V_outdoor_move_0001,1
D34_V_outdoor_move_0001,19
D15_V_outdoor_move_0002,4
D20_V_outdoor_still_0001,12
D01_V_outdoor_still_0004,0
D01_V_indoor_still_0001,0
D09_V_outdoor_still_0002,7
D25_V_outdoor_still_0002,16
D24_V_outdoor_move_0001,15
D18_V_indoor_still_0002,3
D09_V_outdoor_panrot_0001,7
D32_V_outdoor_still_0001,22
D25_V_indoor_still_0002,16
D21_V_outdoor_move_0001,13
D18_V_indoor_panrot_0001,3
D21_V_outdoor_still_0001,13
D30_V_outdoor_still_0002,20
D14_V_outdoor_still_0002,3
D26_V_indoor_move_0002,0
D07_V_indoor_move_0001,5
D06_V_outdoor_still_0002,4
D08_V_outdoor_still_0002,6
