dev_alphabetical_id,dev_numerical_id
D10_V_indoor_panrot_0001,1
D27_V_indoor_still_0002,17
D21_V_indoor_panrot_0001,13
D14_V_indoor_still_0002,3
D28_V_outdoor_panrot_0002,18
D18_V_indoor_still_0001,3
D34_V_indoor_move_0003,19
D09_V_outdoor_panrot_0001,7
D18_V_outdoor_panrot_0001,3
D16_V_indoor_move_0001,10
D08_V_indoor_panrot_0004,6
D20_V_indoor_move_0001,12
D11_V_outdoor_still_0002,8
D23_V_outdoor_move_0001,14
D29_V_indoor_still_0002,19
D16_V_indoor_panrot_0001,10
D10_V_outdoor_move_0001,1
D29_V_outdoor_move_0001,19
D26_V_outdoor_panrot_0001,0
D29_V_indoor_move_0001,19
D08_V_indoor_panrot_0002,6
D10_V_outdoor_panrot_0002,1
D31_V_outdoor_panrot_0002,21
D18_V_indoor_still_0002,3
D03_V_indoor_still_0001,2
D06_V_outdoor_move_0001,4
D14_V_outdoor_panrot_0001,3
D21_V_indoor_still_0001,13
D03_V_indoor_panrot_0001,2
D33_V_indoor_panrot_0001,23
D31_V_indoor_move_0001,21
D14_V_outdoor_move_0002,3
D33_V_indoor_move_0002,23
D24_V_outdoor_still_0002,15
D23_V_outdoor_panrot_0002,14
D03_V_outdoor_still_0001,2
D02_V_indoor_still_0001,1
D13_V_indoor_panrot_0002,9
D23_V_outdoor_still_0002,14
D24_V_indoor_panrot_0002,15
D35_V_indoor_panrot_0002,24
D32_V_indoor_panrot_0002,22
D19_V_outdoor_move_0001,11
D26_V_outdoor_still_0002,0
D20_V_outdoor_still_0001,12
D01_V_outdoor_move_0003,0
D34_V_outdoor_move_0004,19
D21_V_outdoor_panrot_0001,13
D35_V_outdoor_still_0001,24
D08_V_indoor_still_0002,6
D24_V_indoor_move_0002,15
D24_V_outdoor_still_0001,15
D31_V_indoor_move_0002,21
D10_V_indoor_still_0002,1
D29_V_indoor_panrot_0001,19
D21_V_outdoor_still_0001,13
D18_V_outdoor_still_0002,3
D09_V_indoor_move_0002,7
D05_V_outdoor_still_0002,3
D08_V_outdoor_move_0003,6
D13_V_indoor_still_0001,9
D07_V_indoor_panrot_0002,5
D13_V_outdoor_panrot_0001,9
D19_V_indoor_still_0001,11
D26_V_indoor_panrot_0002,0
D25_V_indoor_move_0002,16
D11_V_indoor_move_0001,8
D15_V_indoor_still_0002,4
D14_V_indoor_still_0001,3
D09_V_outdoor_still_0002,7
D14_V_outdoor_panrot_0002,3
D08_V_indoor_move_0001,6
D09_V_outdoor_still_0001,7
D05_V_outdoor_move_0001,3
D18_V_outdoor_still_0001,3
D05_V_indoor_move_0002,3
D26_V_outdoor_still_0001,0
D15_V_outdoor_move_0001,4
D01_V_indoor_panrot_0001,0
D35_V_indoor_panrot_0001,24
D25_V_indoor_still_0001,16
D30_V_outdoor_panrot_0001,20
D32_V_indoor_still_0002,22
D01_V_outdoor_still_0004,0
D26_V_outdoor_move_0001,0
D08_V_indoor_move_0003,6
D07_V_indoor_panrot_0001,5
D11_V_outdoor_move_0002,8
D01_V_outdoor_move_0004,0
D29_V_indoor_move_0002,19
D31_V_outdoor_still_0001,21
D10_V_indoor_panrot_0002,1
D25_V_outdoor_move_0002,16
D08_V_indoor_move_0002,6
D06_V_indoor_panrot_0002,4
D11_V_indoor_panrot_0002,8
D32_V_outdoor_panrot_0002,22
D16_V_indoor_still_0001,10
D19_V_outdoor_panrot_0001,11
D31_V_indoor_panrot_0002,21
D05_V_indoor_move_0001,3
D08_V_indoor_move_0004,6
D27_V_indoor_move_0002,17
D27_V_outdoor_panrot_0001,17
D16_V_outdoor_panrot_0001,10
D35_V_indoor_still_0001,24
D01_V_outdoor_panrot_0002,0
D07_V_outdoor_panrot_0001,5
D08_V_indoor_still_0004,6
D08_V_outdoor_panrot_0001,6
D24_V_indoor_still_0001,15
D31_V_indoor_still_0002,21
D20_V_outdoor_move_0001,12
D28_V_outdoor_move_0002,18
D08_V_outdoor_panrot_0002,6
D16_V_indoor_move_0002,10
D14_V_outdoor_still_0002,3
D19_V_indoor_still_0002,11
D20_V_outdoor_panrot_0001,12
D14_V_indoor_panrot_0001,3
D31_V_indoor_still_0001,21
D25_V_indoor_panrot_0001,16
D03_V_outdoor_move_0002,2
D20_V_outdoor_panrot_0002,12
D10_V_indoor_still_0001,1
D27_V_indoor_panrot_0001,17
D01_V_indoor_panrot_0002,0
D33_V_indoor_still_0001,23
D11_V_outdoor_panrot_0001,8
D25_V_outdoor_panrot_0002,16
D34_V_indoor_still_0004,19
D11_V_outdoor_move_0001,8
D30_V_outdoor_move_0002,20
D13_V_outdoor_move_0001,9
D19_V_outdoor_move_0002,11
D25_V_outdoor_panrot_0001,16
D08_V_indoor_still_0001,6
D13_V_indoor_move_0002,9
D03_V_outdoor_panrot_0001,2
D07_V_indoor_still_0001,5
D33_V_indoor_move_0001,23
D28_V_indoor_panrot_0001,18
D34_V_indoor_move_0002,19
D05_V_indoor_still_0001,3
D35_V_outdoor_panrot_0001,24
D14_V_indoor_move_0001,3
D10_V_indoor_move_0002,1
D23_V_outdoor_move_0002,14
D25_V_indoor_panrot_0002,16
D34_V_indoor_panrot_0003,19
D13_V_indoor_move_0001,9
D27_V_outdoor_still_0002,17
D16_V_indoor_panrot_0002,10
D33_V_indoor_panrot_0002,23
D19_V_indoor_panrot_0001,11
D30_V_indoor_panrot_0001,20
D32_V_indoor_panrot_0001,22
D15_V_indoor_move_0001,4
D08_V_outdoor_still_0004,6
D01_V_indoor_still_0001,0
D09_V_outdoor_move_0002,7
D31_V_outdoor_still_0002,21
