dev_alphabetical_id,dev_numerical_id
D18_V_indoor_move_0001,3
D19_V_outdoor_still_0002,11
D05_V_outdoor_panrot_0002,3
D31_V_outdoor_move_0002,21
D16_V_indoor_still_0001,10
D30_V_outdoor_move_0001,20
D15_V_outdoor_panrot_0002,4
D21_V_outdoor_panrot_0001,13
D08_V_indoor_still_0003,6
D26_V_outdoor_panrot_0002,0
D10_V_indoor_panrot_0002,1
D29_V_indoor_panrot_0002,19
D34_V_outdoor_still_0001,19
D29_V_indoor_still_0001,19
D02_V_indoor_panrot_0001,1
D31_V_indoor_panrot_0001,21
D11_V_indoor_move_0001,8
D11_V_indoor_still_0002,8
D34_V_outdoor_move_0002,19
D33_V_outdoor_panrot_0002,23
D15_V_indoor_panrot_0002,4
D08_V_indoor_still_0001,6
D26_V_outdoor_panrot_0001,0
D20_V_outdoor_still_0001,12
D07_V_indoor_still_0002,5
D35_V_outdoor_still_0001,24
D23_V_indoor_move_0002,14
D26_V_outdoor_still_0001,0
D19_V_outdoor_move_0002,11
D25_V_indoor_panrot_0002,16
D26_V_indoor_move_0001,0
D18_V_outdoor_move_0001,3
D24_V_outdoor_panrot_0002,15
D30_V_outdoor_still_0002,20
D08_V_outdoor_move_0002,6
D23_V_outdoor_panrot_0001,14
D14_V_indoor_move_0001,3
D08_V_outdoor_panrot_0004,6
D34_V_outdoor_move_0003,19
D30_V_outdoor_panrot_0001,20
D31_V_outdoor_still_0002,21
D25_V_outdoor_still_0002,16
D26_V_indoor_panrot_0002,0
D32_V_outdoor_still_0001,22
D20_V_indoor_move_0002,12
D35_V_indoor_still_0002,24
D01_V_outdoor_still_0002,0
D30_V_outdoor_move_0002,20
D28_V_outdoor_panrot_0002,18
D18_V_indoor_still_0002,3
D25_V_outdoor_still_0001,16
D05_V_indoor_move_0002,3
D16_V_indoor_move_0001,10
D34_V_outdoor_panrot_0002,19
D27_V_outdoor_still_0001,17
D34_V_outdoor_panrot_0001,19
D27_V_indoor_still_0001,17
D02_V_outdoor_still_0001,1
D10_V_outdoor_panrot_0001,1
D29_V_indoor_move_0001,19
D10_V_outdoor_still_0002,1
D33_V_indoor_panrot_0001,23
D35_V_indoor_panrot_0002,24
D01_V_outdoor_panrot_0001,0
D06_V_outdoor_panrot_0002,4
D13_V_outdoor_panrot_0001,9
D31_V_indoor_move_0002,21
D29_V_outdoor_move_0001,19
D08_V_indoor_panrot_0001,6
D14_V_indoor_still_0002,3
D05_V_indoor_panrot_0002,3
D16_V_outdoor_move_0002,10
D19_V_indoor_still_0002,11
D05_V_outdoor_still_0001,3
D06_V_indoor_move_0001,4
D21_V_indoor_still_0001,13
D02_V_indoor_move_0001,1
D30_V_outdoor_panrot_0002,20
D08_V_outdoor_move_0004,6
D01_V_indoor_move_0002,0
D03_V_indoor_move_0002,2
D08_V_indoor_panrot_0002,6
D28_V_indoor_move_0001,18
D33_V_outdoor_move_0002,23
D26_V_outdoor_still_0002,0
D35_V_outdoor_still_0002,24
D13_V_indoor_still_0002,9
D31_V_indoor_still_0001,21
D07_V_outdoor_move_0001,5
D27_V_indoor_panrot_0001,17
D03_V_outdoor_move_0002,2
D14_V_outdoor_move_0001,3
D09_V_outdoor_panrot_0001,7
D24_V_indoor_move_0001,15
D09_V_outdoor_move_0002,7
D27_V_indoor_panrot_0002,17
D19_V_outdoor_panrot_0002,11
D18_V_outdoor_still_0002,3
D32_V_indoor_move_0001,22
D27_V_outdoor_move_0002,17
D15_V_outdoor_move_0001,4
D15_V_indoor_move_0001,4
D27_V_outdoor_still_0002,17
D14_V_indoor_panrot_0002,3
D01_V_outdoor_move_0004,0
D28_V_outdoor_move_0001,18
D23_V_outdoor_still_0002,14
D31_V_indoor_move_0001,21
D29_V_outdoor_panrot_0001,19
D29_V_indoor_move_0002,19
D15_V_indoor_still_0001,4
D13_V_indoor_panrot_0001,9
D31_V_outdoor_still_0001,21
D35_V_indoor_move_0002,24
D16_V_indoor_still_0002,10
D27_V_indoor_move_0002,17
D26_V_indoor_move_0002,0
D29_V_indoor_panrot_0001,19
D18_V_indoor_panrot_0001,3
D06_V_indoor_panrot_0001,4
D24_V_outdoor_move_0002,15
D08_V_outdoor_move_0001,6
D23_V_indoor_panrot_0001,14
D32_V_outdoor_still_0002,22
D23_V_indoor_move_0001,14
D24_V_outdoor_move_0001,15
D34_V_indoor_move_0001,19
D07_V_outdoor_still_0001,5
D21_V_indoor_move_0001,13
D10_V_outdoor_still_0001,1
D11_V_outdoor_still_0001,8
D25_V_outdoor_move_0001,16
D16_V_outdoor_still_0001,10
D18_V_outdoor_panrot_0001,3
D32_V_outdoor_panrot_0001,22
D07_V_outdoor_move_0002,5
D16_V_indoor_panrot_0001,10
D26_V_indoor_still_0002,0
D33_V_outdoor_move_0001,23
D11_V_outdoor_move_0001,8
D08_V_indoor_still_0004,6
D08_V_outdoor_still_0004,6
D23_V_indoor_panrot_0002,14
D34_V_outdoor_move_0004,19
D25_V_indoor_move_0001,16
D01_V_indoor_still_0002,0
D11_V_indoor_move_0002,8
D14_V_outdoor_still_0001,3
D19_V_outdoor_move_0001,11
D33_V_indoor_move_0002,23
D15_V_indoor_move_0002,4
D11_V_outdoor_still_0002,8
D03_V_outdoor_still_0002,2
D10_V_indoor_move_0001,1
D01_V_outdoor_panrot_0004,0
D15_V_outdoor_move_0002,4
D35_V_outdoor_move_0001,24
D29_V_outdoor_still_0002,19
D03_V_outdoor_move_0001,2
D33_V_outdoor_panrot_0001,23
