dev_alphabetical_id,dev_numerical_id
D27_V_outdoor_panrot_0001,17
D10_V_indoor_move_0002,1
D19_V_outdoor_move_0001,11
D07_V_outdoor_move_0001,5
D05_V_indoor_move_0002,3
D13_V_indoor_still_0002,9
D28_V_indoor_move_0001,18
D11_V_indoor_move_0002,8
D26_V_indoor_panrot_0001,0
D24_V_indoor_move_0002,15
D09_V_outdoor_move_0001,7
D34_V_indoor_panrot_0004,19
D08_V_indoor_still_0003,6
D33_V_indoor_move_0001,23
D19_V_indoor_panrot_0002,11
D16_V_outdoor_panrot_0002,10
D21_V_outdoor_panrot_0001,13
D23_V_outdoor_still_0001,14
D07_V_indoor_still_0002,5
D11_V_indoor_move_0001,8
D26_V_outdoor_panrot_0002,0
D23_V_indoor_panrot_0001,14
D13_V_outdoor_still_0001,9
D32_V_outdoor_still_0001,22
D02_V_outdoor_panrot_0001,1
D31_V_indoor_move_0001,21
D10_V_indoor_still_0001,1
D08_V_outdoor_panrot_0004,6
D09_V_outdoor_panrot_0002,7
D32_V_indoor_move_0002,22
D26_V_outdoor_move_0002,0
D11_V_indoor_panrot_0002,8
D28_V_indoor_panrot_0001,18
D14_V_indoor_panrot_0002,3
D24_V_indoor_still_0001,15
D15_V_outdoor_move_0001,4
D07_V_indoor_move_0001,5
D10_V_outdoor_still_0001,1
D29_V_indoor_move_0001,19
D06_V_indoor_move_0001,4
D08_V_indoor_panrot_0001,6
D01_V_outdoor_move_0001,0
D08_V_outdoor_move_0001,6
D01_V_indoor_still_0001,0
D26_V_indoor_still_0001,0
D16_V_outdoor_still_0002,10
D05_V_outdoor_still_0002,3
D16_V_indoor_panrot_0002,10
D23_V_indoor_still_0001,14
D28_V_outdoor_still_0002,18
D20_V_outdoor_still_0002,12
D30_V_indoor_move_0002,20
D25_V_indoor_move_0001,16
D33_V_indoor_still_0001,23
D25_V_outdoor_move_0002,16
D32_V_indoor_still_0001,22
D29_V_outdoor_move_0001,19
D11_V_outdoor_still_0001,8
D06_V_indoor_move_0002,4
D15_V_outdoor_move_0002,4
D01_V_outdoor_still_0004,0
D05_V_outdoor_still_0001,3
D33_V_outdoor_panrot_0001,23
D05_V_indoor_panrot_0002,3
D29_V_outdoor_panrot_0001,19
D23_V_indoor_still_0002,14
D07_V_outdoor_still_0002,5
D01_V_outdoor_panrot_0002,0
D27_V_indoor_move_0002,17
D08_V_indoor_still_0001,6
D27_V_indoor_panrot_0002,17
D35_V_indoor_panrot_0001,24
D11_V_indoor_panrot_0001,8
D35_V_indoor_move_0001,24
D13_V_indoor_panrot_0001,9
D02_V_indoor_panrot_0001,1
D27_V_outdoor_move_0001,17
D03_V_indoor_panrot_0001,2
D13_V_indoor_still_0001,9
D10_V_indoor_panrot_0001,1
D24_V_indoor_panrot_0002,15
D20_V_outdoor_move_0002,12
D25_V_indoor_move_0002,16
D09_V_indoor_move_0001,7
D08_V_outdoor_still_0004,6
D25_V_indoor_still_0002,16
D10_V_outdoor_move_0001,1
D13_V_outdoor_move_0001,9
D35_V_outdoor_move_0001,24
D27_V_indoor_still_0002,17
D23_V_outdoor_still_0002,14
D08_V_outdoor_move_0003,6
D09_V_indoor_still_0002,7
D03_V_outdoor_panrot_0002,2
D20_V_indoor_panrot_0001,12
D05_V_outdoor_move_0002,3
D08_V_indoor_move_0003,6
D28_V_outdoor_move_0001,18
D10_V_outdoor_still_0002,1
D05_V_outdoor_panrot_0001,3
D16_V_outdoor_still_0001,10
D34_V_indoor_move_0002,19
D14_V_outdoor_panrot_0001,3
D35_V_outdoor_still_0002,24
D01_V_indoor_move_0001,0
D13_V_outdoor_panrot_0002,9
D16_V_indoor_move_0001,10
D30_V_indoor_move_0001,20
D11_V_outdoor_still_0002,8
D26_V_outdoor_still_0002,0
D03_V_indoor_still_0001,2
D07_V_indoor_move_0002,5
D03_V_outdoor_move_0002,2
D21_V_indoor_move_0001,13
D31_V_outdoor_move_0001,21
D31_V_indoor_move_0002,21
D08_V_indoor_panrot_0003,6
D20_V_outdoor_still_0001,12
D34_V_outdoor_panrot_0002,19
D32_V_outdoor_move_0002,22
D25_V_outdoor_move_0001,16
D26_V_indoor_move_0001,0
D06_V_indoor_panrot_0002,4
D07_V_outdoor_panrot_0002,5
D34_V_indoor_panrot_0002,19
D09_V_indoor_panrot_0002,7
D07_V_indoor_panrot_0002,5
D34_V_indoor_panrot_0003,19
D29_V_outdoor_move_0002,19
D11_V_indoor_still_0002,8
D14_V_indoor_still_0002,3
D31_V_outdoor_panrot_0001,21
D08_V_indoor_move_0004,6
D03_V_indoor_move_0002,2
D16_V_indoor_move_0002,10
D19_V_outdoor_panrot_0001,11
D08_V_indoor_move_0001,6
D30_V_indoor_panrot_0002,20
D20_V_indoor_still_0001,12
D21_V_outdoor_move_0001,13
D32_V_indoor_still_0002,22
D13_V_indoor_move_0002,9
D03_V_indoor_move_0001,2
D28_V_outdoor_panrot_0001,18
D34_V_indoor_still_0004,19
D24_V_indoor_move_0001,15
D01_V_outdoor_panrot_0003,0
D02_V_outdoor_still_0001,1
D13_V_indoor_move_0001,9
D10_V_indoor_move_0001,1
D08_V_outdoor_move_0004,6
D34_V_outdoor_move_0001,19
D27_V_outdoor_still_0002,17
D24_V_indoor_still_0002,15
D25_V_indoor_panrot_0002,16
D32_V_indoor_move_0001,22
D27_V_indoor_move_0001,17
D24_V_outdoor_move_0001,15
D23_V_indoor_move_0001,14
D30_V_outdoor_panrot_0001,20
D23_V_outdoor_move_0002,14
D01_V_outdoor_still_0002,0
D27_V_outdoor_panrot_0002,17
D19_V_outdoor_still_0002,11
